,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
7650,College Hill Capital Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,,,523920.0,Fund Manager,,Lorn C. Davis,Managing Partner,Black,,,http://collegehillcapital.com/about-us/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lorn C. Davis,Black
7750,Compassion Immigration Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 Kennedy Dr Malden,,MA,2148.0,2018,541110.0,,5_9,Gama Belizaire,owner,African American,"$1,213,000.00",,,,,,,Gama Belizaire,African American
7841,Conventures Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88 Black Falcon Ave # 202 Boston,,MA,2210.0,1977,454390.0,,25,Dusty Rhoads,owner,African American,"$2,124,000.00",,,(617) 439-7700,,,,Dusty Rhoads,African American
8074,Craftsmen Machinery Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840 Main St # 208 Millis,,MA,2054.0,1920,333244.0,,5,Sherwin Marks,president,African American,"$642,000.00",,,(508) 376-2001,,,,Sherwin Marks,African American
8120,Cross Life Care LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584 Cambridge St Worcester,,MA,1610.0, NA,621610.0,,20-49,Oluyomi A Oyekunle,"president, manager",African American,"$1,870,000.00",,,(774) 530-6565,,,,Oluyomi A Oyekunle,African American
8134,Crown Home Healthcare & Psych,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 Central St # A2 Saugus,,MA,1906.0, NA,621610.0,,10_19,Eghe Osawe,"ceo, president, cfo, treasurer, board member",African American,"$976,000.00",,,(781) 233-2377,,,,Eghe Osawe,African American
8597,Divine Home Health Partners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049 Lakeview Ave # 7 Dracut,,MA,1826.0, NA,621610.0,,10_19,Charles Nyarko,"owner, president, board member",African American,"$880,000.00",,,,,,,Charles Nyarko,African American
8870,"Done Right Building Services, Inc.",1.0,4 Copley Place,Boston,MA,2116.0,,236220.0,Building Services,130.0,Anthony Samuels,President,,5400000.0,y,https://www.drbfacilityservices.com,,Y,Y,,1.0,4 Copley Place,Boston,MA,2116.0,,236220.0,Building Services,130.0,Anthony Samuels,President,,5400000.0,,https://www.drbfacilityservices.com,,,,0.0,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 Copley Place, Suite 125 Boston, Massachusetts 2116 United States",,,,,,Certified Contractors,,,,Black,,,,(617) 236-0155,,,,,,,,,,,,,,,,,,,,,,Anthony Samuels,Black
8889,Dou Klean Cleaning & Concierge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130 Winter St # E Hyannis,,MA,2601.0,2017,561720.0,,5_9,Mamadou Diop,"ceo, president, vice president, treasurer, board member",African American,"$798,000.00",,,,,,,Mamadou Diop,African American
9203,Environmental Systems Engrng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354b Turnpike St # 4 Canton,,MA,2021.0, NA,541330.0,,1_4,Abdul Barrie,president,African American,"$590,000.00",,,(617) 275-9949,,,,Abdul Barrie,African American
9252,Essential Business Prod Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Green River Valley Rd Great Barrington,,MA,1230.0, NA,453210.0,,50-99,Garfield Reed,"president, marketing",African American,"$12,771,000.00",,,(413) 528-8813,,,,Garfield Reed,African American
9253,Essential Properties Mgmt Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Liberty Ln North Reading,,MA,1864.0,2016,531210.0,,1_4,Dante Mitrano,"president, treasurer, board member",African American,"$544,000.00",,,,,,,Dante Mitrano,African American
9271,Ethio Travel & Immigration Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541 Massachusetts Ave Cambridge,,MA,2139.0,2017,541110.0,,5_9,Yekoye Kassaye,owner,African American,"$1,213,000.00",,,(857) 615-3947,,,,Yekoye Kassaye,African American
9276,Etinde Painting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730 West St Amherst,,MA,1002.0,2007,238320.0,,20,Dieudonne Etinde,owner,African American,"$2,359,000.00",,,(413) 253-5111,,,,Dieudonne Etinde,African American
9325,Exaltaer Capital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA,,,523920.0,Fund Manager,10.0,Omar L Simmons,Managing Partner,Black,90000000.0,,https://exaltarecapital.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Omar L Simmons,Black
9335,Excelitas Technologies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35 Congress St # 2021 Salem,,MA,1970.0,1967,334419.0,,100-249,Fazila Manan,executive vp,African American,"$17,077,000.00",,,(510) 979-6500,,,,Fazila Manan,African American
9338,Excite Magazine Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550 Adams St Quincy,,MA,2169.0, NA,511120.0,,5_9,Stephen E Igbinovia,"president, board member",African American,"$868,000.00",,,(617) 229-6268,,,,Stephen E Igbinovia,African American
9365,Express Supplies & Contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216c South St # A Jamaica Plain,,MA,2130.0,1984,492110.0,,4,Jide Ogungbadero,ceo,African American,"$703,000.00",,,(617) 388-2026,,,,Jide Ogungbadero,African American
9452,F A P Home Improvement Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324 Village St # 2 Medway,,MA,2053.0, NA,236118.0,,1_4,Filipe Peroba,"president, treasurer, board member",African American,"$1,283,000.00",,,,,,,Filipe Peroba,African American
9473,Facilities Maintenance Spclsts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79 Martin St Cambridge,,MA,2138.0,2016,236220.0,,5_9,Lincoln Hampton,"president, vice president, treasurer, board member",African American,"$3,556,000.00",,,,,,,Lincoln Hampton,African American
9480,Factory Tire & Rim Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296 Montgomery St Chicopee,,MA,1013.0,2016,441320.0,,1_4,Shakeel Haris,"president, treasurer, board member",African American,"$510,000.00",,,,,,,Shakeel Haris,African American
9498,Fairhaven Lumber Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Alden Rd Fairhaven,,MA,2719.0,1951,321920.0,,21,James Kalife,"owner, president",African American,"$2,209,000.00",,,(508) 993-2611,,,,James Kalife,African American
9531,Falmouth Harbor Sailing School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290 Clinton Ave Falmouth,,MA,2540.0, NA,611620.0,,18,Remy Stressenger,president,African American,"$1,497,000.00",,,(508) 548-7614,,,,Remy Stressenger,African American
9677,Faulkner Medical Labs Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410 Ferry St Malden,,MA,2148.0, NA,621511.0,,15,Demetrius Timmons,"owner, president",African American,"$4,222,000.00",,,(781) 322-8502,,,,Demetrius Timmons,African American
10068,Fitzgerald & Co LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18 Tremont St # 210 Boston,,MA,2108.0,1997,541110.0,,7,Desmond Fitzgerald,owner,African American,"$2,422,000.00",,,(617) 523-6320,,,,Desmond Fitzgerald,African American
10189,Flagship Cleaning Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376 Massachusetts Ave Arlington,,MA,2474.0, NA,238990.0,,11,Belinda Boit,owner,African American,"$1,200,000.00",,,(781) 646-4900,,,,Belinda Boit,African American
10305,Four Star Svc Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 Newbury St # 5 Peabody,,MA,1960.0, NA,541990.0,,9,Charmaine Srechette,owner,African American,"$1,166,000.00",,,(978) 535-3790,,,,Charmaine Srechette,African American
10314,Foxx Fence Home Improvement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94 Gardners Neck Rd Swansea,,MA,2777.0, NA,238990.0,,1_4,Alphonse Silvia,"president, treasurer, board member",African American,"$591,000.00",,,(508) 336-1411,,,,Alphonse Silvia,African American
10472,G M B Investments Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99 Chandler St Worcester,,MA,1609.0,2016,523910.0,,1_4,Charles M Maina,owner,African American,"$1,837,000.00",,,,,,,Charles M Maina,African American
10609,Garland Don Inc Jantr Supplies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 Howard St Framingham,,MA,1702.0,1945,453998.0,,5,Rodrick Mc Lean,president,African American,"$751,000.00",,,(508) 875-7537,,,,Rodrick Mc Lean,African American
10615,Gasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44 Milford St Upton,,MA,1568.0, NA,447190.0,,2,Georgis Fisseha,owner,African American,"$1,975,000.00",,,(508) 529-7727,,,,Georgis Fisseha,African American
10643,General Air Conditioning & Htg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Gaston St Dorchester,,MA,2121.0, NA,238220.0,,7,Leroy Alexander,"president, treasurer, board member",African American,"$1,501,000.00",,,(617) 427-7370,,,,Leroy Alexander,African American
10645,General Business Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,765 Morton St Mattapan,,MA,2126.0, NA,561510.0,,4,Germaine David,owner,African American,"$1,075,000.00",,,(617) 298-8936,,,,Germaine David,African American
10663,Gentex Optics Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183 W Main St Dudley,,MA,1571.0,1989,339115.0,,450,Fabrice Giraudat,president,African American,"$165,946,000.00",,,(508) 943-3860,,,,Fabrice Giraudat,African American
10703,Giant Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159 Howard Ave Dorchester,,MA,2125.0,2016,236115.0,,5_9,Alphonse Beasley,owner,African American,"$2,986,000.00",,,,,,,Alphonse Beasley,African American
10718,Giovanni's Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1885 Memorial Dr Chicopee,,MA,1020.0,1956,722511.0,,16,Turgut Aydin,owner,African American,"$697,000.00",,,(413) 536-1057,,,,Turgut Aydin,African American
10787,Go Transportation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325 Plantation St Worcester,,MA,1604.0,2018,488210.0,,10_19,Sammy K Addo Jr,owner,African American,"$1,362,000.00",,,,,,,Sammy K Addo Jr,African American
10802,Gold Star Home Care Svc LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40 Crescent St # Ll1 Waltham,,MA,2453.0, NA,621610.0,,10_19,Richard Mayanja,ceo,African American,"$880,000.00",,,(703) 586-0154,,,,Richard Mayanja,African American
10958,Great Plain Avenue Gasoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111 Great Plain Ave Needham,,MA,2492.0, NA,447190.0,,4,Jabar Sassine,owner,African American,"$3,824,000.00",,,(781) 444-2117,,,,Jabar Sassine,African American
10996,Greater North Transportation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107 Westford St Dunstable,,MA,1827.0, NA,488210.0,,5_9,Timothy M Kungu,ceo,African American,"$732,000.00",,,(978) 376-9989,,,,Timothy M Kungu,African American
10999,Grecian Look,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO Box 541 Wilbraham,,MA,1095.0, NA,454110.0,,1_4,Greg Laware,owner,African American,"$1,536,000.00",,,(413) 626-9446,,,,Greg Laware,African American
11161,Hackwell-Boone Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 Belmont St # 4 South Easton,,MA,2375.0, NA,524210.0,,4,Myles Boone,owner,African American,"$578,000.00",,,(508) 238-0181,,,,Myles Boone,African American
11329,Harvard Street Neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632 Blue Hill Ave Dorchester,,MA,2121.0,1972,621493.0,,4,Jonas Ike Okoye,president,African American,"$1,246,000.00",,,(617) 825-3400,,,,Jonas Ike Okoye,African American
11450,Health Care Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 Washington Ave # 4 Natick,,MA,1760.0, NA,423450.0,,4,Terrence Boyle,owner,African American,"$5,018,000.00",,,(508) 655-4489,,,,Terrence Boyle,African American
11487,Heliotronics Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083 Main St Hingham,,MA,2043.0, NA,531110.0,,1_4,Clayton Handleman,president,African American,"$593,000.00",,,(781) 749-9593,,,,Clayton Handleman,African American
11489,Help Services Network Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895 Blue Hill Ave Dorchester,,MA,2124.0, NA,621610.0,,30,Eartha Harrington,"president, treasurer",African American,"$2,153,000.00",,,(617) 825-2673,,,,Eartha Harrington,African American
11493,Helping Hands Hm Healthcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 Cabinplace St #2l Studount Randolph,,MA,2368.0, NA,621999.0,,10,Blessing Chukwu,owner,African American,"$1,475,000.00",,,(781) 885-0812,,,,Blessing Chukwu,African American
11520,Heritage Lawns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Sam West Rd Southwick,,MA,1077.0, NA,561730.0,,5_9,Terrence Daley,"president, manager",African American,"$681,000.00",,,(413) 569-1793,,,,Terrence Daley,African American
11615,Holden Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140 Commercial St Wellfleet,,MA,2667.0, NA,721110.0,,5_9,Letitia Fricker,owner,African American,"$553,000.00",,,(508) 349-3450,,,,Letitia Fricker,African American
11680,Home Care Lifewatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210 Hyde Park Ave Hyde Park,,MA,2136.0, NA,621610.0,,10_19,Raphael C Okoye,"owner, president, treasurer, board member",African American,"$718,000.00",,,(617) 272-3761,,,,Raphael C Okoye,African American
11863,Hot Courses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240 Commercial St # 4a Boston,,MA,2109.0,1996,611710.0,,10,Warwick Freeland,"president, board member",African American,"$2,674,000.00",,,(857) 250-4401,,,,Warwick Freeland,African American
11876,House Of Roshan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Cypress St # 201 Newton Center,,MA,2459.0, NA,448190.0,,4,Roshan Kay,owner,African American,"$584,000.00",,,(617) 431-4399,,,,Roshan Kay,African American
11949,Icarus Construction Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340 Main St # 840 Worcester,,MA,1608.0, NA,236115.0,,3,Lionell Thompson,president,African American,"$1,140,000.00",,,(508) 755-7462,,,,Lionell Thompson,African American
12013,Impulse Art Gallery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188 Commercial St Provincetown,,MA,2657.0, NA,453920.0,,4,Cami Calkins,president,African American,"$735,000.00",,,(508) 487-1154,,,,Cami Calkins,African American
12016,In New England Pain Care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Centennial Dr # 108 Peabody,,MA,1960.0, NA,624190.0,,50,Julien Baisman,"president, sales exec, finance exec",African American,"$3,342,000.00",,,(978) 826-7234,,,,Julien Baisman,African American
12049,Infusion Plus LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721 Main St Waltham,,MA,2451.0, NA,623110.0,,100-249,Yolanda Lewis,ceo,African American,"$7,984,000.00",,,(781) 788-6667,,,,Yolanda Lewis,African American
12130,Invisibles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175 Richdale Ave # 220 Cambridge,,MA,2140.0,2017,512110.0,,5,Philibert Kongtcheu,"owner, manager",African American,"$2,241,000.00",,,(347) 809-3344,,,,Philibert Kongtcheu,African American
12300,J R Higgins Assoc LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898 Main St # H Acton,,MA,1720.0, NA,332710.0,,25,Bertrand Blazy,owner,African American,"$3,388,000.00",,,(978) 266-1200,,,,Bertrand Blazy,African American
12379,Janet A Butts DDS PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Sea Robin Rd Osterville,,MA,2655.0,2016,621210.0,,5_9,Janet Butts,"president, treasurer, board member",African American,"$708,000.00",,,,,,,Janet Butts,African American
12388,Jarvis Surgical Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53 Airport Rd Westfield,,MA,1085.0, NA,339112.0,,42,Clayton Jarvis,"president, manager",African American,"$9,143,000.00",,,(413) 562-6659,,,,Clayton Jarvis,African American
12391,Jay Odunukwe Esquire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170 Milk St # 4 Boston,,MA,2109.0, NA,541110.0,,1_4,Jay Odunukwe,owner,African American,"$1,384,000.00",,,(617) 367-4500,,,,Jay Odunukwe,African American
