,BEI_companyName,BEI_Cohort,BEI_Address,BEI_City,BEI_State,BEI_Zip,BEI_yearEstablished,BEI_NAICSCode,BEI_Sector,BEI_numberOfEmployees,BEI_execName,BEI_execTitle,BEI_execEth,BEI_revenue,BEI_Sustained Revenues >$800K,BEI_Website,BEI_phone,BEI_Strong Leadership and Willing to ready to grow,BEI_Demonstrated Proven Business Model,"BEI_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MBE_Cohort,MBE_Address,MBE_City,MBE_State,MBE_Zip,MBE_yearEstablished,MBE_NAICSCode,MBE_Sector,MBE_numberOfEmployees,MBE_execName,MBE_execTitle,MBE_execEth,MBE_revenue,MBE_Sustained Revenues >$800K,MBE_Website,MBE_phone,MBE_Strong Leadership and Willing to ready to grow,MBE_Demonstrated Proven Business Model,MBE_referenceUSA_indicator,referenceUSA_companyName,"MBE_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",MVCF_Address,MVCF_City,MVCF_State,MVCF_Zip,MVCF_yearEstablished,MVCF_NAICSCode,MVCF_Sector,MVCF_numberOfEmployees,MVCF_execName,MVCF_execTitle,MVCF_execEth,MVCF_revenue,MVCF_Sustained Revenues >$800K,MVCF_Website,MVCF_phone,MVCF_Strong Leadership and Willing to ready to grow,MVCF_Demonstrated Proven Business Model,"MVCF_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",NAIC_Address,NAIC_City,NAIC_State,NAIC_Zip,NAIC_yearEstablished,NAIC_NAICSCode,NAIC_sector,NAIC_numberOfEmployees,NAIC_execName,NAIC_execTitle,NAIC_execEth,NAIC_revenue,NAIC_Sustained Revenues >$800K,NAIC_Website,NAIC_phone,NAIC_Strong Leadership and Willing to ready to grow,NAIC_Demonstrated Proven Business Model,"NAIC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",USBC_companyAddress,USBC_City,USBC_State,USBC_Zip,USBC_yearEstablished,USBC_NAICCode,USBC_sector,USBC_numberOfEmployees,USBC_execName,USBC_execTitle,USBC_executiveRace,USBC_revenue,USBC_Sustained Revenues >$800K,USBC_Website,USBC_phone,USBC_Strong Leadership and Willing to ready to grow,USBC_Demonstrated Proven Business Model,"USBC_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",RefUSA_address,RefUSA_City,RefUSA_State,RefUSA_Zip,RefUSA_yearEstablished,RefUSA_NAICSCode,RefUSA_sector,RefUSA_numberOfEmployees,RefUSA_execName,RefUSA_execTitle,RefUSA_execEth,RefUSA_revenue,RefUSA_Sustained Revenues >$800K,RefUSA_Website,RefUSA_phone,RefUSA_Strong Leadership and Willing to ready to grow,RefUSA_Demonstrated Proven Business Model,"RefUSA_51% owned, operated, capitalized and controlled by a member(s) of a presumed minority group",Name,Ethnicity
12684,Jumbo Bagel Cafe Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275 Washington St Boston,,MA,2108.0,2015,722511.0,,5_9,Rashad Azim,"president, board member",African American,"$598,000.00",,,,,,,Rashad Azim,African American
12729,Kaba Fusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159 Memorial Dr Shrewsbury,,MA,1545.0, NA,446110.0,,5,Maheen Junaid,vice president,African American,"$1,569,000.00",,,(508) 845-2168,,,,Maheen Junaid,African American
12758,Kdk Transportation Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220 Tiffany St Attleboro,,MA,2703.0,2016,485999.0,,5_9,O'Neil Brown,"president, treasurer, board member",African American,"$1,258,000.00",,,(508) 369-7779,,,,O'Neil Brown,African American
12812,Kenya's Alterations Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668 Main St # B Hyannis,,MA,2601.0, NA,236118.0,,1_4,Kenya Mac Hado,owner,African American,"$733,000.00",,,,,,,Kenya Mac Hado,African American
12817,Ketonen Clark Farm & Feeds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199 Glenwood Rd Rutland,,MA,1543.0, NA,424510.0,,2,Leroy Clark,owner,African American,"$7,735,000.00",,,(508) 886-2952,,,,Leroy Clark,African American
13008,KICVentures(Holding),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523920.0,Healthcare,15.0,Kingsley R. Chin,CEO,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kingsley R. Chin,Black
13027,King Frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Bromfield St Boston,,MA,2108.0, NA,453998.0,,1_4,Tyreese Goljamami,owner,African American,"$568,000.00",,,(617) 482-2082,,,,Tyreese Goljamami,African American
13032,Kinsale Construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358 Geneva Ave Dorchester,,MA,2122.0,2016,236115.0,,5_9,Trevon Campbell,owner,African American,"$2,986,000.00",,,,,,,Trevon Campbell,African American
13090,Kukuye General Facilities Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222 Stuart St Boston,,MA,2116.0,2016,236220.0,,5_9,Gebisso Tilahun,owner,African American,"$4,180,000.00",,,,,,,Gebisso Tilahun,African American
13129,L M General Construction Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47 Congress St # 2 Milford,,MA,1757.0, NA,236115.0,,1_4,Luis M Chuma,"owner, president, vice president, treasurer, board member",African American,"$760,000.00",,,,,,,Luis M Chuma,African American
13243,Lamoureux Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366 E Main St East Brookfield,,MA,1515.0,1977,441110.0,,58,Lionel Lamoureux,owner,African American,"$31,030,000.00",,,(508) 885-1000,,,,Lionel Lamoureux,African American
13343,Leader Bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50 Mall Rd # 110 Burlington,,MA,1803.0, NA,522292.0,,12,Jay Tuli,senior vp,African American,"$5,956,000.00",,,(781) 272-2343,,,,Jay Tuli,African American
13389,Lenzy Dermatology PC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1176 Memorial Dr Chicopee,,MA,1020.0, NA,621111.0,,5_9,Yolanda Lenzy,owner,African American,"$1,185,000.00",,,(413) 331-4489,,,,Yolanda Lenzy,African American
13416,Leveled Shoetique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139 Glenwood Ave Hyde Park,,MA,2136.0,2016,448210.0,,5_9,Lakeya Rochelle,owner,African American,"$1,066,000.00",,,,,,,Lakeya Rochelle,African American
13626,Lifeline Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70 Warren Ave Boston,,MA,2116.0, NA,621610.0,,20,Julius Y Bakari,president,African American,"$1,435,000.00",,,(617) 516-8428,,,,Julius Y Bakari,African American
13672,Liquor Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163 Washington St Somerville,,MA,2143.0, NA,445310.0,,3,Sunny Sani,owner,African American,"$840,000.00",,,(617) 718-0754,,,,Sunny Sani,African American
13739,London Harness Of Wellesley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45 Central St Wellesley,,MA,2482.0,1776,448320.0,,10,Damien Wendrow,owner,African American,"$3,578,000.00",,,(781) 237-5950,,,,Damien Wendrow,African American
13768,Lord Jeff's Beef Place,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129 Newmarket Sq Boston,,MA,2118.0, NA,445110.0,,3,Solomon Subarro,president,African American,"$576,000.00",,,(617) 445-7000,,,,Solomon Subarro,African American
13773,Loring Wolcott & Coolidge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230 Congress St # 12 Boston,,MA,2110.0, NA,523930.0,,95,David Boit,"president, finance",African American,"$36,502,000.00",,,(617) 523-6531,,,,David Boit,African American
13778,Lotus Travel Svc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 Washington St Canton,,MA,2021.0, NA,561510.0,,1_4,Chitra Reddy,"owner, president, treasurer",African American,"$667,000.00",,,(781) 821-2070,,,,Chitra Reddy,African American
13850,Lucine's Auto Sales & Leasing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150 Milton St Dedham,,MA,2026.0,2006,441120.0,,1_4,Armen Galaian,"president, board member",African American,"$2,513,000.00",,,(781) 381-3500,,,,Armen Galaian,African American
14074,Magnolia Medical Billing Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245 Hancock St Quincy,,MA,2169.0, NA,541219.0,,10_19,Kevser Baltimore,"president, treasurer, board member",African American,"$1,426,000.00",,,(617) 481-2895,,,,Kevser Baltimore,African American
14262,Marshall Paper Tube Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Marshall St Canton,,MA,2021.0,1948,322219.0,,30,Paul Mamane,owner,African American,"$3,794,000.00",,,(781) 963-6666,,,,Paul Mamane,African American
14650,Mb Cleaning Squad Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425 Main St # 19c Hudson,,MA,1749.0,2007,238990.0,,5,Gilson Courento,owner,African American,"$546,000.00",,,(617) 286-5607,,,,Gilson Courento,African American
17923,Mckenzie & Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183 State St # 6 Boston,,MA,2109.0, NA,541110.0,,12,Denzel Mc Kenzie,owner,African American,"$4,152,000.00",,,(617) 723-0400,,,,Denzel Mc Kenzie,African American
17976,Media Culture Psychiatry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1842 Beacon St # 403a Brookline,,MA,2445.0, NA,621111.0,,5_9,Chike O Nwankwo,"president, treasurer, board member",African American,"$1,103,000.00",,,(617) 383-5405,,,,Chike O Nwankwo,African American
18037,Melo's Rodbusters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878 Smith Neck Rd South Dartmouth,,MA,2748.0, NA,236115.0,,25,Melo Goreti,owner,African American,"$9,050,000.00",,,(508) 984-1745,,,,Melo Goreti,African American
18068,Mercer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99 High St # 1300 Boston,,MA,2110.0, NA,541612.0,,41,Jeremiah France,coo,African American,"$12,382,000.00",,,(617) 747-9500,,,,Jeremiah France,African American
18094,Merrick Engineering Co Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99 Elm St Halifax,,MA,2338.0,1929,238160.0,,8,Clayton Merrick,owner,African American,"$1,029,000.00",,,(508) 583-0940,,,,Clayton Merrick,African American
18142,Metalsmiths Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 Branton St Dorchester,,MA,2122.0,1970,332322.0,,4,Cornelius O'Callaghan,owner,African American,"$969,000.00",,,(617) 265-4040,,,,Cornelius O'Callaghan,African American
18252,Midway Beauty Enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828 Main St Worcester,,MA,1610.0, NA,446120.0,,3,Christiana Owusu,owner,African American,"$2,244,000.00",,,(508) 799-5114,,,,Christiana Owusu,African American
18286,Millennium Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810 Washington St Stoughton,,MA,2072.0, NA,541890.0,,1_4,Jamison Herdrich,owner,African American,"$1,723,000.00",,,(781) 341-0042,,,,Jamison Herdrich,African American
18308,Minot Group Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124 Newtown Rd Acton,,MA,1720.0, NA,236220.0,,2,Dixon Wood,president,African American,"$889,000.00",,,(978) 266-0002,,,,Dixon Wood,African American
18334,Mitch & Oscar Taxi Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95 Morton Village Dr # 10 Mattapan,,MA,2126.0,2016,485310.0,,10_19,Germain St Louis,"president, treasurer, board member",African American,"$807,000.00",,,,,,,Germain St Louis,African American
18384,Mobile Media Info Tech USA Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320 Nevada St # 301 Newtonville,,MA,2460.0, NA,519190.0,,10_19,Babajide Akindele,"president, board member",African American,"$1,615,000.00",,,,,,,Babajide Akindele,African American
18407,Moms & Jobs Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 Phoenix Ave Lowell,,MA,1852.0, NA,621511.0,,12,Darr Aley,owner,African American,"$3,378,000.00",,,(978) 710-6228,,,,Darr Aley,African American
18488,Morris & Morris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32 Kearney Rd # 1 Needham Heights,,MA,2494.0, NA,541211.0,,21,Ellis Morris,owner,African American,"$2,723,000.00",,,(781) 455-6900,,,,Ellis Morris,African American
18508,Mountain Springs Pumps-Repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Enfield Rd Pelham,,MA,1002.0, NA,423830.0,,1,Cleon Booth,owner,African American,"$962,000.00",,,(413) 253-9034,,,,Cleon Booth,African American
18564,Multicultural Aids Coalition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566 Columbus Ave Boston,,MA,2118.0,1988,624190.0,,12,Mirembe A Asamoah,"president, treasurer",African American,"$792,000.00",,,(617) 442-1622,,,,Mirembe A Asamoah,African American
18583,Muqueca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093 Cambridge St Cambridge,,MA,2139.0, NA,722511.0,,10,Fatima Langa,owner,African American,"$560,000.00",,,(617) 354-3296,,,,Fatima Langa,African American
18610,Mybike Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362 Boylston St Brookline,,MA,2445.0,2005,451110.0,,3,Leroy Watkins,owner,African American,"$674,000.00",,,(617) 608-3060,,,,Leroy Watkins,African American
18715,Native Lumber Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260 Mill Valley Rd Belchertown,,MA,1007.0,1998,321113.0,,3,Kipngetich Rutto,owner,African American,"$1,263,000.00",,,(413) 323-4831,,,,Kipngetich Rutto,African American
18741,Nedu Nation Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Ruthven St Boston,,MA,2121.0, NA,561990.0,,1_4,Chinedu Umelo,owner,African American,"$576,000.00",,,,,,,Chinedu Umelo,African American
18769,Neres Restoration Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Farrington Ave Allston,,MA,2134.0,2015,236220.0,,1_4,Nilton Neres,"president, vice president, treasurer, board member",African American,"$1,195,000.00",,,,,,,Nilton Neres,African American
19048,North East Roads Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679 High Rock Rd Fitchburg,,MA,1420.0, NA,237110.0,,7,Sebastian Cazard,owner,African American,"$1,998,000.00",,,(978) 342-4744,,,,Sebastian Cazard,African American
19153,Nova Engineering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31 Dunham Rd Billerica,,MA,1821.0, NA,541330.0,,5_9,Giselle Ridderplaat,"president, treasurer",African American,"$1,310,000.00",,,(978) 362-1654,,,,Giselle Ridderplaat,African American
19197,Nydam Landscaping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346 Sutton St Uxbridge,,MA,1569.0, NA,561730.0,,8,Doug Nydam,owner,African American,"$893,000.00",,,(508) 234-2577,,,,Doug Nydam,African American
19294,Okoli Financial Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351 S Huntington Ave Jamaica Plain,,MA,2130.0, NA,541211.0,,50-99,Chuks C Okoli,"ceo, president, treasurer, board member",African American,"$20,670,000.00",,,(617) 522-9328,,,,Chuks C Okoli,African American
19415,Petit Robert Bistro Columbus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480 Columbus Ave Boston,,MA,2118.0, NA,722511.0,,20,Loic Garrec,owner,African American,"$1,494,000.00",,,(617) 867-0600,,,,Loic Garrec,African American
19418,Petra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Middlesex St North Chelmsford,,MA,1863.0, NA,621610.0,,10_19,John Wachira,president,African American,"$880,000.00",,,(978) 455-7711,,,,John Wachira,African American
19536,Pioneer Valley Truck Caps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357 Bernardston Rd Greenfield,,MA,1301.0, NA,423120.0,,2,Fernand Zagame,owner,African American,"$1,921,000.00",,,(413) 774-2277,,,,Fernand Zagame,African American
19547,Pivot Point Homecare Svc LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354 W Boylston St # 232 West Boylston,,MA,1583.0, NA,621610.0,,20-49,Esther Kariuki,"ceo, president, treasurer, board member",African American,"$1,870,000.00",,,(774) 261-8477,,,,Esther Kariuki,African American
19724,Poly Organization Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 Powers St Leominster,,MA,1453.0, NA,454110.0,,5,Saroj Roy,"president, treasurer, board member",African American,"$3,055,000.00",,,(978) 466-7978,,,,Saroj Roy,African American
19818,Premier Healthcare Agency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Whittier St Lynn,,MA,1902.0, NA,621999.0,,5_9,Junior Waruinge,"ceo, manager",African American,"$918,000.00",,,(781) 595-7500,,,,Junior Waruinge,African American
19834,Prestige Designer Fashions Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34 West St # 4 Randolph,,MA,2368.0, NA,448140.0,,1_4,Gloria Olatunji,president,African American,"$763,000.00",,,,,,,Gloria Olatunji,African American
20034,Proverb LLC,2.0,543 Albany St,Boston,MA,2118.0,,541840.0,Media and Communications,9.0,Daren Bascome,Founder / Director,,1000000.0,y,https://proverbagency.com,,Y,Y,,2.0,543 Albany St,Boston,MA,2118.0,,541840.0,Media and Communications,9.0,Daren Bascome,Founder / Director,,1000000.0,,https://proverbagency.com,,,,0.0,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daren Bascome,Black
20043,Provider Resources Inc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411 Merrimack St # 101 Methuen,,MA,1844.0, NA,561110.0,,30,Rufus Clark,owner,African American,"$5,408,000.00",,,(781) 939-9292,,,,Rufus Clark,African American
20275,Radio Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601 Blue Hill Ave # 202 Mattapan,,MA,2126.0, NA,515112.0,,12,Yvon Grachamps,owner,African American,"$1,430,000.00",,,(617) 298-1622,,,,Yvon Grachamps,African American
20551,Reinventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523920.0,All,,Edward Duggar III,President,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edward Duggar III,Black
20570,Reliance Beer & Wine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293 W Main St Northborough,,MA,1532.0, NA,445310.0,,3,Atul Josie,owner,African American,"$737,000.00",,,(508) 393-5131,,,,Atul Josie,African American
20843,Riggio Auto Repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 Great Rd Bedford,,MA,1730.0,2002,811111.0,,10,Dante Riggio,owner,African American,"$1,546,000.00",,,(781) 275-3307,,,,Dante Riggio,African American
20952,Robert's Auto Clinic & Tire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Mashapaug Rd Holland,,MA,1521.0, NA,811111.0,,6,Robert G Achi,owner,African American,"$786,000.00",,,(413) 245-6202,,,,Robert G Achi,African American
21130,Rollins Heating & Air Cond LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309 Tremont St # 1 Carver,,MA,2330.0,1985,423730.0,,4,Myles Rollins,owner,African American,"$4,303,000.00",,,(508) 465-1753,,,,Myles Rollins,African American
