ID,Issue Date,Status,Location,Latitude,Longitude,Short Term Rental Type,Property Type,Property Type Additional Description,Condo Association,Total Bedrooms,Rented Bedrooms,Maximum Renter Capacity,Kitchen,Bathrooms,Airbnb,HomeAway,FlipKey,VRBO,Craigslist,Couch Surfing,Boston Rentals,Other,Other Platform Descriptions,All Rental Services
15209,June 20 2019,Complete,"1683 Cambridge St
Cambridge, MA 02138
(42.375084, -71.111384)",42.3752,-71.1113,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
13444,March 31 2020,Complete,"24 Decatur St
Cambridge, MA 02139
(42.361196, -71.105658)",42.3611,-71.1057,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,4,8,Yes,3,TRUE,,,,,,,,,Airbnb
15138,April 16 2019,Complete,"67 Jay St
Cambridge, MA 02139
(42.36656, -71.110151)",42.3665,-71.1105,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,6,Yes,2,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
57457,November 05 2019,Complete,"50 Inman St
Cambridge, MA 02139
(42.369678, -71.103204)",42.3697,-71.1031,This application is for an OPERATOR-OCCUPIED short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,2,2,6,Yes,1,TRUE,,,,,,,,,Airbnb
20621,November 22 2019,Complete,"146 Berkshire St
Cambridge, MA 02141
(42.372124, -71.089837)",42.372,-71.0898,This application is for an OPERATOR-OCCUPIED short-term rental,Other,condo in multi-family building,Yes,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13990,April 02 2020,Complete,"333 Mt Auburn St
Cambridge, MA 02138
(42.375001, -71.135458)",42.3752,-71.1356,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,No,1,TRUE,,,,,,,,,Airbnb
14647,March 02 2020,Complete,"16 Lopez Ave
Cambridge, MA 02141
(42.368525, -71.079792)",42.3685,-71.0797,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
17468,July 17 2018,Complete,"16 Surrey St
Cambridge, MA 02138
(42.368725, -71.114153)",42.3687,-71.1142,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,2,6,Yes,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,"Airbnb, HomeAway, FlipKey, VRBO, Craigslist, Couch_Surfing, Boston_Rentals, "
14804,June 06 2019,Complete,"86 Pine St
Cambridge, MA 02139
(42.365499, -71.097807)",42.3655,-71.0977,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13597,June 13 2018,Complete,"75 Plymouth St
Cambridge, MA 02141
(42.368986, -71.093742)",42.369,-71.0938,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,5,Yes,1,TRUE,,,,,,,,,Airbnb
13693,April 22 2019,Complete,"60 Roseland St
Cambridge, MA 02140
(42.386687, -71.116705)",42.3866,-71.1168,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,2,4,No,1,TRUE,,,,,,,,,Airbnb
13295,March 25 2020,Complete,"6 Fairview Ave
Cambridge, MA 02138
(42.378998, -71.155439)",42.3789,-71.1554,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,1,3,Yes,1,TRUE,,,,,,,,,Airbnb
14836,June 13 2019,Complete,"32 Elm St
Cambridge, MA 02139
(42.367962, -71.098336)",42.368,-71.0983,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,3,10,Yes,1,TRUE,,,,TRUE,,,,,"Airbnb, Craigslist"
13900,April 18 2019,Complete,"128 Oxford St
Cambridge, MA 02140
(42.38485, -71.116126)",42.3849,-71.1159,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,Yes,2,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
64481,March 18 2020,Complete,"4 Trowbridge Pl
Cambridge, MA 02138
(42.372497, -71.111976)",42.3726,-71.1119,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Condo in a high rise building,Yes,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
13631,April 06 2018,Complete,"31 Fairmont Ave
Cambridge, MA 02139
(42.361718, -71.112584)",42.3617,-71.1126,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13719,March 27 2018,Complete,"64 Willow St
Cambridge, MA 02141
(42.371453, -71.092454)",42.3715,-71.0925,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
18429,July 02 2019,Complete,"249 Lexington Ave
Cambridge, MA 02138
(42.382701, -71.141996)",42.3828,-71.1419,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,4,2,3,No,1,TRUE,,,,,,,,,Airbnb
15588,January 06 2020,Complete,"199 Mt Auburn St
Cambridge, MA 02138
(42.374609, -71.129086)",42.3747,-71.1291,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,1,7,Yes,1,TRUE,,,,,,,,,Airbnb
15829,May 17 2019,Complete,"16 Berkeley St
Cambridge, MA 02138
(42.378347, -71.12565)",42.3783,-71.1257,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,6,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13284,March 14 2019,Complete,"142 Pine St
Cambridge, MA 02139
(42.36637, -71.097473)",42.3663,-71.0971,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,1,1,Yes,0,TRUE,,,,,,,,,Airbnb
14665,March 29 2019,Complete,"47 Montgomery St
Cambridge, MA 02140
(42.39484, -71.133164)",42.3948,-71.133,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,6,Yes,1,TRUE,,,,,,,,,Airbnb
13357,March 18 2019,Complete,"17 Meacham Rd
Cambridge, MA 02140
(42.395775, -71.126454)",42.3958,-71.1266,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,3,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
14912,May 30 2019,Complete,"47 Eighth St
Cambridge, MA 02141
(42.370149, -71.086522)",42.3702,-71.0868,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
12140,March 26 2018,Complete,"10 Howland St
Cambridge, MA 02138
(42.381477, -71.1139)",42.3816,-71.1138,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13734,April 01 2019,Complete,"6 Peters St
Cambridge, MA 02139
(42.357565, -71.106818)",42.3575,-71.1067,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,1,2,No,1,TRUE,,,,,,,,,Airbnb
15516,October 02 2018,Complete,"1522 Cambridge St
Cambridge, MA 02139
(42.37431, -71.105426)",42.3742,-71.1055,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,3,6,Yes,2,TRUE,,,,,,,,,Airbnb
62909,January 06 2020,Complete,"24-B Union St
Cambridge, MA 02141
(42.369755, -71.095278)",42.3698,-71.0952,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
14798,July 10 2019,Complete,"75 Montgomery St
Cambridge, MA 02140
(42.39552, -71.133189)",42.3955,-71.1331,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,3,1,1,Yes,1,TRUE,,,,,,,,,Airbnb
13536,March 26 2018,Complete,"82 Richdale Ave
Cambridge, MA 02140
(42.388707, -71.124055)",42.3886,-71.1241,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
54175,September 09 2019,Complete,"52 1 2 Kinnaird St
Cambridge, MA 02139
(42.366365, -71.109521)",42.3664,-71.1093,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,5,Yes,1,TRUE,,,,,,,,,Airbnb
48642,August 28 2019,Complete,"112 Upland Rd
Cambridge, MA 02140
(42.3874, -71.123478)",42.3873,-71.1234,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,1,1,4,No,1,TRUE,,,,,,,,www.sabbaticalhomes.com,Airbnb
13918,June 14 2018,Complete,"48 Norfolk St
Cambridge, MA 02139
(42.365308, -71.101238)",42.3653,-71.1011,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,3,7,Yes,1,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
13870,June 18 2019,Complete,"163 Mt Auburn St
Cambridge, MA 02138
(42.3744, -71.125997)",42.3745,-71.126,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,4,Yes,1,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
18954,November 13 2018,Complete,"383 Cardinal Medeiros Ave
Cambridge, MA 02141
(42.370868, -71.089164)",42.3709,-71.0893,This application is for an OPERATOR-OCCUPIED short-term rental,Other,This is a small apartment building (6 units). I am the tenant living in unit 1F.,No,3,2,4,No,1,TRUE,,,,,,,,,Airbnb
28731,December 12 2019,Complete,"53 Hayes St
Cambridge, MA 02139
(42.366534, -71.11136)",42.3666,-71.1114,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13957,April 13 2020,Complete,"246 Norfolk St
Cambridge, MA 02139
(42.370219, -71.098011)",42.3702,-71.0979,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
13517,March 29 2020,Complete,"67 Clifton St
Cambridge, MA 02140
(42.395581, -71.136297)",42.3956,-71.1362,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,2,2,Yes,2,TRUE,,,,,,,,,Airbnb
13333,March 27 2018,Complete,"192 Rindge Ave
Cambridge, MA 02140
(42.393435, -71.132184)",42.3934,-71.1322,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,6,Yes,2,TRUE,,,,,,,,,Airbnb
59297,November 13 2019,Complete,"67 Montgomery St
Cambridge, MA 02140
(42.39535, -71.133183)",42.3954,-71.1331,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,4,10,Yes,2,TRUE,,,,,,,,,Airbnb
15054,April 18 2018,Complete,"67 Montgomery St
Cambridge, MA 02140
(42.39535, -71.133183)",42.3954,-71.1331,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,8,Yes,2,TRUE,,,,,,,,,Airbnb
66608,March 04 2020,Complete,"208 Prospect St
Cambridge, MA 02139
(42.370486, -71.100198)",42.3705,-71.1001,This application is for an OPERATOR-OCCUPIED short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,3,2,6,Yes,2,TRUE,,,,,,,,,Airbnb
16063,June 25 2018,Complete,"285 Third St
Cambridge, MA 02142
(42.364905, -71.082869)",42.365,-71.083,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Large apartment building with property management on site,No,2,2,5,Yes,2,TRUE,,,,,,,,,Airbnb
13660,March 28 2018,Complete,"236 Allston St
Cambridge, MA 02139
(42.359603, -71.109886)",42.3595,-71.1099,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,4,4,8,Yes,3,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
14032,June 03 2019,Complete,"60 Buckingham St
Cambridge, MA 02138
(42.380433, -71.129876)",42.3805,-71.1297,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
15279,May 18 2019,Complete,"10 Watson St
Cambridge, MA 02139
(42.361923, -71.104061)",42.3619,-71.1041,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,3,1,2,No,1,TRUE,,,,,,,,,Airbnb
14772,April 04 2019,Complete,"45 Garfield St
Cambridge, MA 02138
(42.383708, -71.117688)",42.3838,-71.1176,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,2,2,No,2,TRUE,,,,,,,,,Airbnb
13324,March 27 2018,Complete,"151 Appleton St
Cambridge, MA 02138
(42.381702, -71.134005)",42.3817,-71.1342,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,4,4,10,Yes,2,TRUE,TRUE,,TRUE,,,,,,"Airbnb, HomeAway, VRBO"
12121,March 26 2018,Complete,"108 Gore St
Cambridge, MA 02141
(42.372087, -71.082567)",42.372,-71.0827,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Unit in 4 Unit Condo Association,Yes,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13754,April 11 2018,Complete,"257 Cambridge St
Cambridge, MA 02141
(42.371076, -71.080312)",42.3712,-71.0802,This application is for an OPERATOR-OCCUPIED short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,2,2,5,Yes,1,TRUE,,,,,,,,,Airbnb
14611,April 09 2018,Complete,"87 Tremont St
Cambridge, MA 02139
(42.372931, -71.097239)",42.373,-71.0973,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13676,April 02 2018,Complete,"82 Avon Hill St
Cambridge, MA 02140
(42.385519, -71.124859)",42.3856,-71.1247,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,2,2,No,1.5,TRUE,,,,,,,TRUE,bedandbreakfast.com; avonhillhouse dot com,"Airbnb, bedandbreakfast.com; avonhillhouse dot com"
48266,June 20 2019,Complete,"7 Vineyard St
Cambridge, MA 02138
(42.378817, -71.152612)",42.3789,-71.1526,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,4,3,5,Yes,2,TRUE,,,,,,,,Sabbatical Homes,Airbnb
52764,August 07 2019,Complete,"48 Seventh St
Cambridge, MA 02141
(42.371433, -71.085608)",42.3714,-71.0855,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,2,2,5,Yes,2,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
20433,November 02 2018,Complete,"285 Third St
Cambridge, MA 02142
(42.364905, -71.082869)",42.365,-71.083,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,1,1,3,Yes,2,TRUE,,,,,,,,,Airbnb
13851,March 25 2020,Complete,"7 Pleasant Pl
Cambridge, MA 02139
(42.363294, -71.108119)",42.3633,-71.1081,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
25341,November 05 2018,Complete,"18 Howard St
Cambridge, MA 02139
(42.364244, -71.110688)",42.3643,-71.1106,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,Our 2 family house is a one family house with a finished basement apartment. The STR would be the basement apartment.,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
14851,May 21 2019,Complete,"42 Reed St
Cambridge, MA 02140
(42.394602, -71.132114)",42.3946,-71.1323,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13449,April 23 2018,Complete,"44-A Sacramento St
Cambridge, MA 02138
(42.382553, -71.115313)",42.3825,-71.1153,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
15216,April 22 2019,Complete,"140 Columbia St
Cambridge, MA 02139
(42.366624, -71.098056)",42.3666,-71.0979,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,duplex condo,Yes,3,3,6,Yes,2,TRUE,,,,,,,,,Airbnb
61356,January 15 2020,Complete,"1359 Cambridge St
Cambridge, MA 02139
(42.373638, -71.100138)",42.3738,-71.1002,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Mixed use,No,3,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
14805,February 19 2020,Complete,"36 Jefferson St
Cambridge, MA 02141
(42.373125, -71.089828)",42.3731,-71.0898,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,5,Yes,2,TRUE,,,,,,,,,Airbnb
13356,March 20 2019,Complete,"48 Berkshire St
Cambridge, MA 02141
(42.369553, -71.091315)",42.3695,-71.0912,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,3,3,4,Yes,1,TRUE,TRUE,TRUE,,TRUE,,TRUE,,,"Airbnb, HomeAway, FlipKey, Craigslist, Boston_Rentals"
13635,August 14 2018,Complete,"53 Fresh Pond Ln
Cambridge, MA 02138
(42.377962, -71.144596)",42.378,-71.1444,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
16481,September 20 2019,Complete,"286 Windsor St
Cambridge, MA 02139
(42.368322, -71.094951)",42.3683,-71.0949,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,2,2,4,Yes,2,TRUE,,,,,,,,,Airbnb
15836,June 05 2018,Complete,"249 Hurley St
Cambridge, MA 02141
(42.368551, -71.082533)",42.3686,-71.0825,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,2,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13300,March 25 2020,Complete,"192 Larch Rd
Cambridge, MA 02138
(42.381017, -71.143789)",42.381,-71.1439,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
52032,August 12 2019,Complete,"15 Bowdoin St
Cambridge, MA 02138
(42.382733, -71.120694)",42.3827,-71.1208,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,3,Yes,1,TRUE,,,,,,,,,Airbnb
13970,April 09 2019,Complete,"119 Pine St
Cambridge, MA 02139
(42.366088, -71.097583)",42.3661,-71.0977,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
49184,July 03 2019,Complete,"53-R Cedar St
Cambridge, MA 02140
(42.394578, -71.130821)",42.3946,-71.1313,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
50480,July 03 2019,Complete,"19 Haskell St
Cambridge, MA 02140
(42.393091, -71.127132)",42.3931,-71.1272,This application is for an OWNER-ADJACENT short-term rental,Three-family structure,,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
11950,March 20 2019,Complete,"13 Hollis St
Cambridge, MA 02140
(42.39404, -71.128166)",42.3941,-71.1282,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,3,6,No,1,TRUE,,,,,,,,,Airbnb
14653,April 11 2020,Complete,"135 Tremont St
Cambridge, MA 02139
(42.373964, -71.096664)",42.3741,-71.097,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,3,Yes,1,TRUE,,,,,,,,,Airbnb
14761,March 19 2019,Complete,"94 Thorndike St
Cambridge, MA 02141
(42.369913, -71.082231)",42.3698,-71.0822,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Semi Attached Brownstone,No,4,2,4,No,2,TRUE,,,,,,,,,Airbnb
62355,February 14 2020,Complete,"208 Prospect St
Cambridge, MA 02139
(42.370486, -71.100198)",42.3705,-71.1001,This application is for an OWNER-ADJACENT short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,3,3,8,Yes,3,TRUE,TRUE,,TRUE,,,,,,"Airbnb, HomeAway, VRBO"
13807,March 15 2019,Complete,"13 Holmes St
Cambridge, MA 02138
(42.377639, -71.149691)",42.3777,-71.1497,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,2,2,2,Yes,1,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
17593,August 08 2018,Complete,"241 Norfolk St
Cambridge, MA 02139
(42.370126, -71.098066)",42.3701,-71.0982,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,3,3,8,Yes,1.5,TRUE,,,,,,,,,Airbnb
13899,July 08 2019,Complete,"24-B Mt Auburn St
Cambridge, MA 02138
(42.370774, -71.115287)",42.3707,-71.1153,This application is for an OWNER-ADJACENT short-term rental,"Multi-family dwelling of four units or less, all of which are owned by the operator",,No,1,1,4,Yes,1,TRUE,,,,,,,,,Airbnb
67971,March 04 2020,Complete,"8 Dover St
Cambridge, MA 02140
(42.39473, -71.126635)",42.3947,-71.1266,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Multi Unit building - I rent out a unit I occupy,No,2,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
14725,October 21 2019,Complete,"16 Market St
Cambridge, MA 02139
(42.367255, -71.094562)",42.3672,-71.0946,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,3,2,3,Yes,2,TRUE,,,,,,,,,Airbnb
13583,March 26 2018,Complete,"16 Bowdoin St
Cambridge, MA 02138
(42.382714, -71.120679)",42.3827,-71.1205,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,4,2,3,No,3,TRUE,,,,,,,,,Airbnb
13233,March 29 2019,Complete,"34 May St
Cambridge, MA 02138
(42.379085, -71.15375)",42.3791,-71.1538,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
15150,June 26 2018,Complete,"191 Western Ave
Cambridge, MA 02139
(42.364799, -71.110073)",42.3649,-71.1101,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,1,1,5,Yes,1,TRUE,,,,,,,,,Airbnb
18433,September 25 2019,Complete,"198 Franklin St
Cambridge, MA 02139
(42.36339, -71.103281)",42.3633,-71.1033,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,2,8,Yes,2,TRUE,,,,,,,,,Airbnb
13726,April 04 2018,Complete,"15 Holmes St
Cambridge, MA 02138
(42.377639, -71.149724)",42.3777,-71.1498,This application is for an OWNER-ADJACENT short-term rental,Two-family dwelling,,No,4,4,8,Yes,2,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"
13687,April 16 2019,Complete,"9 Forest St
Cambridge, MA 02140
(42.385292, -71.118028)",42.3854,-71.118,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,4,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
15634,August 13 2018,Complete,"4-A Mt Auburn St
Cambridge, MA 02138
(42.370211, -71.113694)",42.3699,-71.1138,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,5,3,6,Yes,4,TRUE,,,,,,,,,Airbnb
13886,April 06 2018,Complete,"397 Norfolk St
Cambridge, MA 02139
(42.373935, -71.095758)",42.374,-71.0958,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,3,1,2,Yes,1,TRUE,,,,,,,,,Airbnb
13988,March 25 2019,Complete,"59 Elm St
Cambridge, MA 02139
(42.368581, -71.097965)",42.3686,-71.0981,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,No,3,2,3,No,2,TRUE,,,,,,,,,Airbnb
56532,October 09 2019,Complete,"126 Garden St
Cambridge, MA 02138
(42.384397, -71.130644)",42.3843,-71.1307,This application is for an OPERATOR-OCCUPIED short-term rental,Other,Single Family attached house,No,4,1,3,No,1,TRUE,,,,,,,,,Airbnb
32814,April 04 2019,Complete,"285 Third St
Cambridge, MA 02142
(42.364905, -71.082869)",42.365,-71.083,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,2,2,5,Yes,2,TRUE,,,,,,,,,Airbnb
14646,April 05 2018,Complete,"139 Magazine St
Cambridge, MA 02139
(42.358477, -71.111777)",42.3585,-71.1119,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,4,3,6,Yes,3,TRUE,,,,,,,,,Airbnb
13856,April 05 2019,Complete,"53 Ellery St
Cambridge, MA 02138
(42.372064, -71.110188)",42.3721,-71.1103,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,3,5,Yes,3,TRUE,,,,,,,,,Airbnb
48801,January 16 2020,Complete,"42 Bowdoin St
Cambridge, MA 02138
(42.383883, -71.121647)",42.3839,-71.1216,This application is for an OPERATOR-OCCUPIED short-term rental,Two-family dwelling,,Yes,5,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
31371,April 08 2019,Complete,"184 Green St
Cambridge, MA 02139
(42.363624, -71.102262)",42.3636,-71.1023,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,Yes,3,3,6,Yes,1,TRUE,,,,,,,,,Airbnb
44924,May 09 2019,Complete,"100 Auburn St
Cambridge, MA 02139
(42.362472, -71.103169)",42.3624,-71.1032,This application is for an OPERATOR-OCCUPIED short-term rental,Three-family structure,,No,3,2,4,Yes,1,TRUE,,,,,,,,,Airbnb
13922,May 16 2019,Complete,"51 Avon Hill St
Cambridge, MA 02138
(42.384815, -71.124425)",42.3848,-71.1247,This application is for an OPERATOR-OCCUPIED short-term rental,Single-family detached dwelling,,No,7,1,2,No,1,TRUE,TRUE,,,,,,,,"Airbnb, HomeAway"